"ISBN","User-ID","Book-Rating","Book-Title","Book-Author","Year-Of-Publication"
"0030448565",79441,8,"Doonesbury's Greatest Hits","G. B. Trudeau",1978
"0030448565",205473,0,"Doonesbury's Greatest Hits","G. B. Trudeau",1978
"0030448611",45082,7,"\""""""""Any Grooming Hints for Your Fans, Rollie?\"""""""" (A Doonesbury book)","G. B., Trudeau",1978
"0030448611",79441,8,"\""""""""Any Grooming Hints for Your Fans, Rollie?\"""""""" (A Doonesbury book)","G. B., Trudeau",1978
"0030449561",201017,8,"Rumpelstiltskin with Benjy and Bubbles (Read with me)","Susan Horowitz",1979
"0030450969",115003,0,"The American Political Dictionary (American Political Dictionary)","Jack C. Plano",1979
"0030452457",189835,5,"Girl With a Pen: Charlotte Bronte","Elisabeth Kyle",1964
"0030453216",36836,0,"Where mountains roar: A personal report from the Sinai and Negev Deserts","Lesley Hazleton",1980
"0030453712",46868,0,"Gopalpur; A South Indian Village. (Case Studies in Cultural Anthropology)","Alan R. Beals",1980
"0030454964",123195,5,"Snow Falcon","Craig Thomas",1980
"0030457262",94159,0,"Observational Strategies for Child Study","Dee Michelle Irwin",1980
"0030460867",162775,0,"Children's Literature in the Elementary School","Charlotte S. Huck",1979
"0030461359",36836,0,"Life In a Turkish Village","Joe Pierce",0
"0030463262",13559,8,"Robert Frost, a Tribute to the Source","Robert Frost",1979
"0030463262",230460,9,"Robert Frost, a Tribute to the Source","Robert Frost",1979
"0030463963",162775,0,"Logic","Robert Baum",1981
"0030469341",56447,0,"College Algebra","Kolman",1993
"0030471265",187163,0,"The Woman's Guide to Starting a Business","C. Jessup",1980
"0030472652",219008,0,"Man Who Loved Children","Christina Stead",0
"0030474868",56399,10,"Sci-Fi: A Yellowthread Street Mystery (Rinehart Suspense Novel)","William Leonard Marshall",1981
"0030476119",216444,5,"Earning Money Without a Job","Jay Conrad Levinson",1979
"0030476267",8872,0,"Inheritance","Owen Brookes",1980
"0030476461",127200,0,"Nothing could be finer than a crisis that is minor in the morning","Charles Osgood",1979
"0030477166",79441,8,"Ghosts","Philip Makanna",1979
"0030477964",230522,0,"A Place for Me (Holt Basic Reading, Level 7)","Lyman C.Hunt",1980
"003048216X",30824,0,"Departures: A novel","Jane Bernstein",1979
"0030489318",93047,0,"Skinflick: A Dave Brandstetter mystery (A Rinehart suspense novel)","Joseph Hansen",1979
"0030491266",139378,8,"Poetry of Robert Frost","Robert Frost",1979
"0030491266",197659,9,"Poetry of Robert Frost","Robert Frost",1979
"0030491266",256563,8,"Poetry of Robert Frost","Robert Frost",1979
"0030491665",264321,0,"People's Doonesbury: Notes from Underfoot (Doonesbury books / by G.B. Trudeau)","G.B Trudeau",1981
"0030491762",79441,8,"But the Pension Fund Was Just Sitting There (A Doonesbury Book)","G. B. Trudeau",1979
"0030491819",79441,8,"We're Not Out of the Woods Yet (Doonesbury Book)","G. B. Trudeau",1979
"0030491819",238890,8,"We're Not Out of the Woods Yet (Doonesbury Book)","G. B. Trudeau",1979
"003049186X",93047,8,"A Tad Overweight, but Violet Eyes to Die for (A Doonesbury book)","G.B. Trudeau",1980
"003049186x",79441,8,"A Tad Overweight, but Violet Eyes to Die for (A Doonesbury book)","G.B. Trudeau",1980
"0030491916",11676,7,"And That's My Final Offer! (His A Doonesbury book)","G.B. Trudeau",1980
"0030491916",62997,0,"And That's My Final Offer! (His A Doonesbury book)","G.B. Trudeau",1980
"0030491916",79441,8,"And That's My Final Offer! (His A Doonesbury book)","G.B. Trudeau",1980
"0030491916",209154,9,"And That's My Final Offer! (His A Doonesbury book)","G.B. Trudeau",1980
"0030491967",93047,8,"He's Never Heard of You, Either (A Doonesbury book)","G. B. Trudeau",1981
"0030493463",120137,0,"Solid State Physics","Ashcroft",1987
"0030494265",95193,10,"To God alone the glory: A story about Johann Sebastian Bach (Christian heroes)","Catherine Podojil",1979
"0030494702",86947,10,"The Teaching of Reverence for Life.","Albert, Schweitzer",1965
"0030494931",201042,5,"Wie geht's?: An introductory German course","Dieter Sevin",1991
"0030499445",115120,0,"Study Guide To Accompany Cultural Anthropology","william a. haviland",1993
"0030506069",174791,0,"Where are you, Angela von Hauptmann, now that I need you?","Barbara Williams",1979
"0030506611",169913,0,"The Terror Network","Claire Sterling",1981
"0030509319",113270,0,"Weedy Rough","Douglas C. Jones",1981
"0030511666",187763,0,"Design Principles and Problems","Paul Zelanski",1984
"0030512379",64344,10,"Ven Conmige! Adelante: Holt Spanish Level 1 A","Holt Rinehart &amp; Winston",1999
"0030514924",53729,0,"A Christmas Carol","Charles Dickens",1997
"0030520037",166122,1,"Elements of Language: Third Course","Odell",2001
"0030521912",149907,0,"Thrown to the Woolfs","John Lehmann",1979
"0030521912",170229,0,"Thrown to the Woolfs","John Lehmann",1979
"0030526337",178181,0,"Allez, Viens!: Practice and Activity Book : Holt French Level 1","Rinehart Holt",2000
"0030538173",65258,5,"Holt Biology Visualizing Life","George B. Johnson",1994
"0030539765",106988,0,"Cities of the red night","William S Burroughs",1981
"0030539765",254822,0,"Cities of the red night","William S Burroughs",1981
"0030547032",189835,5,"The Pigman: With Connections","Paul Zindel",1998
"0030549825",184365,8,"A Glossary of Literary Terms","M. H. Abrams",1992
"0030551153",230522,0,"Hano, a Tewa Indian Community in Arizona","Edward P. Dozier",1966
"0030554381",8245,0,"Things Fall Apart","Chinua Achebe",1999
"003055487X",234828,7,"A Guide to Drawing","Daniel M. Mendelowitz",1993
"0030554934",82955,6,"Interplay: The Process of Interpersonal Communication","Ronald B. Adler",1991
"0030555477",110227,7,"The Least You Should Know About English: Writing Skills, Form A","Teresa Ferster Glazier",1991
"0030557364",189334,0,"The Aztecs of Central Mexico : An Imperial Society (Case Studies in Cultural Anthropology)","Frances Berdan",1982
"0030558646",210792,0,"Finite Mathematics With Applications","David E. Zitarelli",1992
"0030560632",93047,8,"Gravedigger","Joseph Hansen",1982
"0030562481",245963,0,"Le Rendez-Vous","Alain Robbe-Gillet",1981
"0030567769",249894,5,"Recreation and leisure programming: A guide for the professional (Saunders series in recreation)","Christopher R Edginton",1980
"0030568943",77304,0,"Rhine Journey","Ann Schlee",1981
"0030569087",145449,0,"Peace Breaks Out","John Knowles",1981
"003057062X",174848,0,"The tangled wing: Biological constraints on the human spirit","Melvin Konner",1982
"0030573122",211426,0,"The Tragedy of Macbeth","William Shakespeare",2000
"0030574544",200557,0,"The Edwardian Lady: The Story of Edith Holden, Author of the Country Diary of an Edwardian Lady","Ina Taylor",1983
"0030574692",250405,10,"Editing","R. Thomas Berner",1982
"0030574862",131046,0,"Fadeout","Joseph Hansen",1980
"0030574862",151928,8,"Fadeout","Joseph Hansen",1980
"0030574862",225810,0,"Fadeout","Joseph Hansen",1980
"0030575540",55187,0,"Natural New York","Bill Thomas",1983
"003057627X",170518,0,"Season of Delight","Joanne Greenberg",1981
"0030576415",238781,0,"Skinflick","Joseph Hansen",1980
"0030576474",212898,0,"Learning to Live Again: My Triumph over Cancer","Joel Solkoff",1983
"0030576482",275305,0,"The collected stories","Frank Tuohy",1984
"0030576687",63394,10,"World Drama","Oscar G. Brockett",1984
"003057708X",234828,9,"The Official I Hate Cats Book","Skip. Morrow",1980
"003057708X",252222,0,"The Official I Hate Cats Book","Skip. Morrow",1980
"003057708X",270692,0,"The Official I Hate Cats Book","Skip. Morrow",1980
"0030577241",47396,0,"Spanish for oral and written review","Mario Iglesias",1981
"0030577861",12538,0,"The Haunting of Suzanna Blackwell","Richard Setlowe",1984
"0030579031",193337,0,"Physics, for scientists and engineers (Saunders golden sunburst series)","Raymond A Serway",1982
"0030579899",101851,7,"Modern Chemistry (Holt Modern Chemistry Program)","Metcalfe",1982
"0030582776",120771,5,"Delcorso's Gallery","Philip Caputo",1983
"0030583497",264321,5,"Chemistry &amp; Chemical Reactivity (With Booklet for Students : How to Study Chemistry)","John Kotz",1987
"0030585015",166130,8,"The baby in the icebox and other short fiction","James M Cain",1981
"0030586232",132544,0,"An Accidental Woman","Richard Neely",1981
"0030586240",93047,8,"The Anti-Coloring Book for Adults Only","Susan Striker",1983
"0030586461",130554,5,"They shoot canoes, don't they?","Patrick F McManus",1981
"0030589533",2276,0,"Conduct of Social Research","William B. Sanders",1983
"0030591325",190459,0,"The Contract","Gerald Seymour",1981
"0030591325",219482,0,"The Contract","Gerald Seymour",1981
"0030591724",110973,0,"A Fine and Pleasant Misery","Patrick McManus",1981
"0030591724",158846,9,"A Fine and Pleasant Misery","Patrick McManus",1981
"0030591724",187065,8,"A Fine and Pleasant Misery","Patrick McManus",1981
"0030591724",245827,0,"A Fine and Pleasant Misery","Patrick McManus",1981
"0030592569",36836,0,"Nirvana Blues: A Novel","John Treadwell Nichols",1981
"0030592569",255092,0,"Nirvana Blues: A Novel","John Treadwell Nichols",1981
"0030595320",200674,0,"The Apocalypse Brigade","Alfred Coppel",1981
"0030595746",108997,8,"Country Diary of an Edwardian Lady","Edith Holden",1982
"0030595746",128835,0,"Country Diary of an Edwardian Lady","Edith Holden",1982
"0030595916",36907,10,"The Weather Works","Mike Wilks",1983
"0030596173",198621,0,"Three with a bullet (A Rinehart suspense novel)","Arthur Lyons",1985
"0030596831",145728,0,"Daughters and rebels: An autobiography","Jessica Mitford",1981
"0030597838",56959,10,"Who is Simon Warwick","Patricia Moyes",1982
"0030597838",82831,0,"Who is Simon Warwick","Patricia Moyes",1982
"0030597838",129074,7,"Who is Simon Warwick","Patricia Moyes",1982
"0030597846",129074,0,"Falling star","Patricia Moyes",1982
"0030597862",13551,10,"Unknown Woman: A Journey to Self-Discovery","Alice Koller",1982
"0030597889",79441,8,"In Search of Reagan's Brain (Doonesbury Book / By G.B. Trudeau)","Gary Trudeau",1981
"0030597889",238890,8,"In Search of Reagan's Brain (Doonesbury Book / By G.B. Trudeau)","Gary Trudeau",1981
"0030597889",254405,10,"In Search of Reagan's Brain (Doonesbury Book / By G.B. Trudeau)","Gary Trudeau",1981
"0030598575",234623,0,"The Case of the Russian Diplomat","E.V. Cunningham",1981
"0030598583",12811,0,"The Case of the One-Penny Orange","E.V. Cunningham",1981
"0030599415",228998,7,"Mastering Rubik's Cube: The Solution to the 20th Century's Most Amazing Puzzle","Donald Taylor",1981
"0030600030",129074,0,"Angel Death","Patricia Moyes",1982
"003060043X",121845,7,"Gone the Dreams and Dancing","Douglas C. Jones",1984
"0030602971",196108,7,"Omni Games: The Best Brainteasers from Omni Magazine","Scot Morris",1983
"0030603781",81492,0,"New York City Street Smarts","Saul Miller",1983
"0030603781",235105,0,"New York City Street Smarts","Saul Miller",1983
"0030604176",16966,5,"The official I hate love book","Skip Morrow",1982
"0030604885",217375,0,"The Crying Heart Tattoo","David Lozell Martin",1982
"0030605601",172742,10,"Snoopy and the Red Baron","C. M. Schulz",1966
"0030605741",40012,0,"Pleasant Dreams","Anna B. Francis",1983
"0030606047",160943,7,"Landscape with traveler: The pillow book of Francis Reeves","Barry Gifford",1982
"003061368X",16634,8,"The Sunne in Splendour","Sharon Kay Penman",1982
"0030613728",151589,0,"Pretty Redwing","Helen Henslee",1983
"0030614775",139734,0,"Dear Mr. Capote","Gordon Lish",1983
"0030615224",45082,7,"Ask for May, Settle for June","G. B. Trudeau",1982
"0030615224",79441,8,"Ask for May, Settle for June","G. B. Trudeau",1982
"0030615321",277427,0,"Ask for May, Settle for June (A Doonesbury book)","G. B. Trudeau",1982
"0030615321",929,8,"Ask for May, Settle for June (A Doonesbury book)","G. B. Trudeau",1982
"0030615526",50008,7,"Living, Loving and Learning","Leo F. Buscaglia",1982
"0030615526",73841,0,"Living, Loving and Learning","Leo F. Buscaglia",1982
"0030615526",93377,0,"Living, Loving and Learning","Leo F. Buscaglia",1982
"0030615526",115692,0,"Living, Loving and Learning","Leo F. Buscaglia",1982
"0030615534",172742,8,"Friday","Robert A. Heinlein",1982
"0030616565",79441,7,"On with the Shoe!","Jeff MacNelly",1982
"0030616573",79441,8,"A Shoe for All Seasons","Jeff MacNelly",1983
"0030616891",199640,0,"Job's year","Joseph Hansen",1983
"0030617316",79441,8,"Unfortunately, She Was Also Wired for Sound (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1982
"0030617316",148199,5,"Unfortunately, She Was Also Wired for Sound (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1982
"0030617316",171118,7,"Unfortunately, She Was Also Wired for Sound (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1982
"0030617324",79441,8,"The Wreck of the \""""""""Rusty Nail\"""""""" (A Doonesbury book by G. B. Trudeau)","G.B. Trudeau",1983
"0030617324",238890,8,"The Wreck of the \""""""""Rusty Nail\"""""""" (A Doonesbury book by G. B. Trudeau)","G.B. Trudeau",1983
"0030617332",60319,9,"You Give Great Meeting, Sid (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1983
"0030617332",79441,8,"You Give Great Meeting, Sid (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1983
"0030617332",251495,0,"You Give Great Meeting, Sid (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1983
"0030617332",254899,8,"You Give Great Meeting, Sid (A Doonesbury book / by G.B. Trudeau)","G. B. Trudeau",1983
"0030618339",146759,0,"Usher's Passing","Robert McCammon",1984
"0030618339",189334,0,"Usher's Passing","Robert McCammon",1984
"0030619211",251613,0,"Frank Sinatra, ol' blue eyes","Norm Goldstein",1982
"0030619432",174009,6,"A Cast of Stars","Alan Prior",1983
"0030621577",66797,9,"The New American Poverty","Michael Harrington",1984
"0030621976",88733,0,"Jack and the Beanstalk","Ed McBain",1984
"0030621984",88733,8,"Beauty and the Beast","Ed McBain",1988
"0030621984",108950,0,"Beauty and the Beast","Ed McBain",1988
"0030621984",147847,0,"Beauty and the Beast","Ed McBain",1988
"0030622093",8167,8,"A Stolen Past","John Knowles",1983
"0030622093",30806,0,"A Stolen Past","John Knowles",1983
"0030622093",134641,0,"A Stolen Past","John Knowles",1983
"0030622093",219008,0,"A Stolen Past","John Knowles",1983
"0030622093",264152,0,"A Stolen Past","John Knowles",1983
"0030623189",47396,0,"French for oral and written review","Charles Carlut",1983
"0030623286",201042,5,"Yanomamo: The Fierce People (Case Studies in Cultural Anthropology)","Napoleon A. Chagnon",1984
"0030623774",104072,0,"They Shoot Canoes, Don't They?","Patrick McManus",1982
"0030624142",173291,10,"The Tale of the Dark Crystal","Donna Bass",1982
"0030624142",198711,0,"The Tale of the Dark Crystal","Donna Bass",1982
"003062424X",36836,0,"The Fall of Freddie the Leaf (Fall Freddie the Leaf)","Leo Buscaglia",1983
"003062424X",110214,0,"The Fall of Freddie the Leaf (Fall Freddie the Leaf)","Leo Buscaglia",1983
"0030624363",33779,5,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",37507,7,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",38935,5,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",93047,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",124079,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",138833,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",170264,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",171118,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",177458,0,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",207110,9,"The Dark Crystal","A. C. H. Smith",1982
"0030624363",241791,6,"The Dark Crystal","A. C. H. Smith",1982
"0030624401",198699,0,"Night Falls on the City.","Sarah Gainham",1967
"0030624401",210792,0,"Night Falls on the City.","Sarah Gainham",1967
"0030624517",171118,0,"General Zoology","Claude Alvin Villee",1984
"0030624703",184299,0,"Indians of Mexico a Book to Begin on","M. C. Farquhar",1967
"0030624703",235842,0,"Indians of Mexico a Book to Begin on","M. C. Farquhar",1967
"0030626285",74665,0,"Concise Guide for Writers","Louis E. Glorfeld",1984
"0030626315",164675,0,"The Next Economy","Paul Hawken",1983
"0030626315",192245,7,"The Next Economy","Paul Hawken",1983
"0030628822",7346,0,"The Way of the Bull","Leo Buscaglia",1982
"0030630134",56447,0,"Interpreting Literature","Kenneth Leslie Knickerbocker",1985
"0030632366",2276,9,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
"0030632366",39281,0,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
"0030632366",52917,5,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
"0030632366",63956,0,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
"0030632366",93629,8,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
"0030632366",123597,7,"Outrageous Acts and Everyday Rebellions","Gloria Steinem",1987
